Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
Commemorative List,West Gate,97,T.L. Waldon House,1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145995&js=y,N/A,"(49.876519445586126, -97.15725963834008)",POINT (-97.15725963834 49.876519445586)
Commemorative List,Selkirk Avenue,594,Budnik Block,"1911, 1920 & 1924",(594-598),,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=180260&js=y,N/A,"(49.9166020097438, -97.1488315589347)",POINT (-97.148831558935 49.916602009744)
List of Historical Resources,Rupert Avenue,221,Salvation Army Citadel,1901,,,19/10/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Rupert-221-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Rupert-221-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8759&js=y,III,"(49.90130213058165, -97.13830396592824)",POINT (-97.138303965928 49.901302130582)
Commemorative List,Osborne Street,265,Winnipeg Electric Company (Winnipeg Hydro) Sub-Station,1947,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141133&js=y,N/A,"(49.87381393184505, -97.14183450345409)",POINT (-97.141834503454 49.873813931845)
Commemorative List,Austin Street N,227,William McQuaker Duplex,1905c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=7827&js=y,N/A,"(49.90938070455714, -97.13105996185222)",POINT (-97.131059961852 49.909380704557)
Commemorative List,Hargrave Street,73,Albert A. Gilroy House,1902,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=135414&js=y,N/A,"(49.886540180485284, -97.14064347466751)",POINT (-97.140643474668 49.886540180485)
Commemorative List,McKenzie Street,360,Immanuel Lutheran Church,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=175685&js=y,N/A,"(49.92387561146005, -97.14712969967927)",POINT (-97.147129699679 49.92387561146)
Commemorative List,Spence Street,74,Minnewaska Court (Chateau Apartments),1910,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=2624&js=y,N/A,"(49.8824693546245, -97.15480464422319)",POINT (-97.154804644223 49.882469354625)
Commemorative List,Kingsway,287,Hartley M. Millman House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=136743&js=y,N/A,"(49.87082646474747, -97.17252447965139)",POINT (-97.172524479651 49.870826464747)
Commemorative List,Middle Gate,64,F.H. Wiley House,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139012&js=y,N/A,"(49.87704226023233, -97.15714326861979)",POINT (-97.15714326862 49.877042260232)
Commemorative List,Higgins Avenue,74,James William Ackland House,1889c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=152044&js=y,N/A,"(49.90248555176991, -97.12285906114425)",POINT (-97.122859061144 49.90248555177)
Commemorative List,Oxford Street,210,David H. Sparrow House,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141242&js=y,N/A,"(49.87182128338579, -97.1751751812798)",POINT (-97.17517518128 49.871821283386)
List of Historical Resources,Main Street,678,Dominion Bank Building,1907,"With the following interior elements:1) Main floor banking hall volume of space, skylight and layout; and 2) second floor layout and finishes including woodwork, transoms, mouldings",,27/02/2007,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main678-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main678-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8717&js=y,II,"(49.90425690947754, -97.13515818675245)",POINT (-97.135158186752 49.904256909478)
Commemorative List,Middle Gate,57,G.R. Ryan House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139009&js=y,N/A,"(49.87753657752774, -97.15658105338905)",POINT (-97.156581053389 49.877536577528)
Commemorative List,Middle Gate,21,J.A. McKerchar House,1910,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138999&js=y,N/A,"(49.87839011247077, -97.1573660375325)",POINT (-97.157366037532 49.878390112471)
List of Historical Resources,Sutherland Avenue,119,All People's Sutherland Mission,,,,07/09/2004,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Sutherland-119-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Sutherland-119-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=181463&js=y,III,"(49.90598931032088, -97.12750428900803)",POINT (-97.127504289008 49.905989310321)
List of Historical Resources,Plinguet Street,598,Greater Winnipeg Water District Railway Station,1927,,,10/11/1995,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Plinguet-598-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Plinguet-598-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=70678&js=y,II,"(49.89289223900144, -97.10038846792615)",POINT (-97.100388467926 49.892892239001)
List of Historical Resources,Main Street,232,Fortune Block,1882,"With the following exterior elements:1) Three-storey brick building with flat roof located on the southwest corner of Main Street and St. Mary Avenue, its main façades facing east onto Main Street and north onto St. Mary Avenue, its south façade hidden by the neighbouring buildings and its west façade facing a back lane;2) Its main facades (east and north) with entrance and display windows along the east façade and wrapping around the northeast corner, the upper floors with their windows in round-headed openings (some paired) under larger segmental brick arches on the second floor and pointed headed, either single or triple openings, with layered brick arches on the top floor, polychromatic brick accenting, raised brick pilasters, metal fire escape (north) and an unadorned brick parapet;3) The small paired windows on the ground floor of the north façade; and4) Its rear (west) façade partially covered by a one-storey addition with metal fire escapeWith the following interior elements:1) Ornamental tin ceiling;2) Coffered ceiling of third floor skylight; 3) Primary staircase on the south side from the ground floor to the third floor; and 4) Ornamental moulding in hallways and around windows and doors",,27/01/2016,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-232-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-232-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138297&js=y,N/A,"(49.89161305751848, -97.1367842955287)",POINT (-97.136784295529 49.891613057518)
List of Historical Resources,Arthur Street,100,Gault Building,1900,,,06/12/1982,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Arthur-100-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Arthur-100-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=147694&js=y,II,"(49.89798849545862, -97.14086412836261)",POINT (-97.140864128363 49.897988495459)
Commemorative List,Selkirk Avenue,239,St. Giles Presbyterian Church (Queen's Theatre),1889 (church); 1908-1909 (theatre),,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=180142&js=y,N/A,"(49.912486698330135, -97.13431344423522)",POINT (-97.134313444235 49.91248669833)
Commemorative List,Martha Street,40,Frankfurter Terrace,1883,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154204&js=y,N/A,"(49.90184086948825, -97.13500297910238)",POINT (-97.135002979102 49.901840869488)
Commemorative List,East Gate,5,Thomas Ryan Residence,1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133540&js=y,N/A,"(49.878915866716206, -97.15607626207074)",POINT (-97.156076262071 49.878915866716)
Commemorative List,St Charles Street,320,St. Charles Catholic Church,1920,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=88742&js=y,N/A,"(49.87354480903808, -97.32193141244417)",POINT (-97.321931412444 49.873544809038)
Commemorative List,West Gate,66,M.A. MacQueen House,1945,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145988&js=y,N/A,"(49.87706754237861, -97.1590819666403)",POINT (-97.15908196664 49.877067542379)
Commemorative List,Spence Street,182,John Hamilton Parkhill House,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143677&js=y,N/A,"(49.886186221767595, -97.15461635305147)",POINT (-97.154616353051 49.886186221768)
Commemorative List,Balmoral Street,92,Edwin Bromley House,1907,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128651&js=y,N/A,"(49.88449305243965, -97.15326317923449)",POINT (-97.153263179234 49.88449305244)
List of Historical Resources,Charles Street,200,North-End Police Substation,1910,,,25/06/1990,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Charles200-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Charles-200-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=165825&js=y,III,"(49.9149505719091, -97.13514186343589)",POINT (-97.135141863436 49.914950571909)
List of Historical Resources,McBeth Street,31,"McBeth House (previously Lot 33, Red River Blvd.)",1912,,,03/06/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McBeth31-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McBeth-31-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=57390&js=y,III,"(49.95632674917763, -97.0850066240755)",POINT (-97.085006624075 49.956326749178)
List of Historical Resources,Ross Avenue,312,Trees-Spriggs Building,1905,"With the following exterior elements:1) the five-storey brick and stone structure, its main (north) facade facing Ross Avenue, its east and the lower portion of the west facades hidden by neighbouring buildings and its rear (south) facade facing a back lane;2) the symmetrical main (north) facade with rusticated stone base rising to the ground floor windows, basement windows in rectilinear openings, two entrances in arched, rusticated stone openings with keystones, two large main floor windows in rectilinear openings, upper floors divided into four vertical bays, each holding a pair of matched windows in rectilinear openings with rusticated stone lug sills and heads and brick corbelling above the fifth floor windows of the middle bays and at the flat roofline; 3) the visible upper portion of the west facade with windows in arched openings; and4) the rear (south) facade with the east end built flush with the neighbouring building with paired windows in arched opening and stone sills on each floor and an open metal fire escape and the west end extending outward and featuring two raised loading doors in arched openings and windows in arched openings on all upper floors. With the following interior elements:1) heavy timber structural system.",,21/11/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ross-312-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ross-312-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155613&js=y,N/A,"(49.90129920211223, -97.14129043668497)",POINT (-97.141290436685 49.901299202112)
List of Historical Resources,Donald Street,376,Aldous Building,1907,"With the following exterior elements: 1) five-storey common clay brick building with flat roof located mid-block on the west side of Donald Street between Notre Dame and Cumberland Avenues, its main façade facing east onto Donald Street, its north façade facing a side lane, its south façade hidden by neighbouring buildings and its west façade facing onto a back lane/parking lot;2) original elements of the front (east) façade, the rusticated stone base, large basement and ground floor windows in rectilinear openings, raised entrance at north end of façade, small window in rectilinear opening above the entrance, modest stone belt course, upper floors divided into four bays with windows in rectilinear openings with stone lug sills and heads and metal-clad entablature with heavy overhanging cornice;3) the north façade with rusticated stone base, basement and upper floor windows in arched openings (upper storey windows with stone lug sills) and angled northwest corner with raised loading dock nearby; and4) the rear (west) façade with raised loading door, windows in arched openings on all upper storeys and a metal fire escape (shared with the building to the south).With the following interior elements: 1) heavy timber mill structural system;2) tin ceiling on the ground floor;3) horizontal radiator piping on second floor; and4) wood and tin detailing and tile flooring of the staircase.",,10/05/2016,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Donald-376-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Donald-376-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=150009&js=y,N/A,"(49.89610147641053, -97.14437893226638)",POINT (-97.144378932266 49.896101476411)
Commemorative List,Balmoral Street,74,James L. Neilson House,1905,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128647&js=y,N/A,"(49.88394536072944, -97.15330009888368)",POINT (-97.153300098884 49.883945360729)
Commemorative List,Bannerman Avenue,147,Archibald E. White House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=162378&js=y,N/A,"(49.92439191446584, -97.12332972679472)",POINT (-97.123329726795 49.924391914466)
List of Historical Resources,Stradbrook Avenue,464,Bank of Montreal,1905,"With the following exterior elements:1) the dark Menominee brick and stone building with flat roof located on the southwest corner of Stradbrook Avenue and Osborne Street, its main facade facing north onto Stradbrook Avenue, its east facade facing Osborne Street, its west facade facing another retail structure and its south facade facing a small open area;2) the front (north) facade with its raised stone clad foundation, central, raised entrance in stone frame between quoined pilasters raising to a complete entablature with ornamental capitals, large windows in rectilinear openings with radiating stone voussoirs, stone frieze with carved panels and the words ""BANK OF MONTREAL"" and brick and stone parapet with decorative stone accenting, balusters and ball-style finials;3) the east facade with its raised stone clad foundation, large windows in rectilinear openings with radiating stone voussoirs, entrance at the rear, complete entablature and brick and stone parapet;4) the west facade with its raised stone clad foundation, large windows in rectilinear openings (bricked in) with radiating stone voussoirs, complete entablature and brick and stone parapet; and 5) its south facade with one-storey portion and brick chimney.With the following interior elements:1) the volume of space of the front portion of the ground floor.",,07/11/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Stradbrook-464-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Stradbrook-464-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143951&js=y,N/A,"(49.877452212998136, -97.14492342481743)",POINT (-97.144923424817 49.877452212998)
List of Historical Resources,Princess Street,121,Miller and Richard Warehouse,1905,With the following interior elements:1) entrance way,,02/03/1999,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess121-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-121-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8749&js=y,III,"(49.89892917225118, -97.14141828051412)",POINT (-97.141418280514 49.898929172251)
List of Historical Resources,Portage Avenue,271,Hample Building,1906,"With the following exterior elements:1) the south-facing three-storey brick-faced building located mid-block on Portage Avenue;2) the (south) façade with three bays; the second floor featuring three-lite square-head windows, and the third floor featuring three-lite segmental-arched windows, all with top lights and decorative spandrels;3) brick detailing including decorative window surrounds, medallions inset in decorative panels along the roofline and quoined edges; and4) painted signage on the rear (north) façade",,25/11/2008,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage271-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage271-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155459&js=y,III,"(49.894569204956795, -97.1420687547773)",POINT (-97.142068754777 49.894569204957)
List of Historical Resources,Portage Avenue E,166,Manitoba Telephone System Building,1930,"With the following exterior elements: 1) symmetrical main (north) façade with dark band of stone at grade, wider pilasters dividing the façade into five bays, each bay further divided by narrower pilasters running from the second floor to just above the roofline, windows in arched openings on the ground floor and rectilinear openings on all upper floors, central main entrance in pointed arch opening, second floor windows with stylized logos on the separating pilasters and trefoil with pointed heads in spandrels and flat roofline with unadorned stone panels and geometric shapes in the raised pilaster ends. With the following interior elements: 1) Portage Avenue main floor entrance and elevator lobbies.",,28/02/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-166-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-166-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141828&js=y,N/A,"(49.89490202971856, -97.13709585743197)",POINT (-97.137095857432 49.894902029719)
Commemorative List,West Gate,131,D. Horn House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146001&js=y,N/A,"(49.87569856949889, -97.15650445277508)",POINT (-97.156504452775 49.875698569499)
List of Historical Resources,Hargrave Street,400,Calvary Temple (tower only),1892,,,11/03/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Hargrave-400-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Hargrave-400-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185256&js=y,III,"(49.896705570922016, -97.14664487116572)",POINT (-97.146644871166 49.896705570922)
List of Historical Resources,Roslyn Road,100,Blackstone Apartments,1927,"With the following exterior elements:1) three-storey brick and stucco apartment block with raised foundation with sloped and flat roofs located on the south side of Roslyn Road, its front façade facing north onto Roslyn Road, its east and west façades facing residential structures and parking lots and its rear (south) façade facing a back lane;2) the main (north) façade with its central entrance covered by a metal and glass hood supported by chains, entrance with sidelights and carved stone panel with the word ""BLACKSTONE"" and triplet windows on the second and third floors, taller east and west ends with ground floor windows in arched openings, hipped gable roofs and ornamental brickwork and ornamental metal eavestroughing and downspouts;3) brick archways with metal gates at the northeast and northwest corners;4) east and west façades with two arched main floor window openings, stucco cladding with brick accenting and ornamental metal eavestroughing and downspouts; and5) rear (south) façade with common clay brick cladding and windows in rectilinear openings on all levels.With the following interior elements:1) bannister and newel posts of the north staircase;2) heavily textured plasterwork in public spaces; and3) examples of rounded arches and original brick and tile fireplaces in suites.",,07/11/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn-100-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn-100-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143167&js=y,N/A,"(49.87998601379716, -97.14613529942251)",POINT (-97.146135299423 49.879986013797)
List of Historical Resources,Bannatyne Avenue,115,Donald H. Bain Building,1899,,,16/06/1980,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-115-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-115-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148118&js=y,II,"(49.89733624880843, -97.13464617038466)",POINT (-97.134646170385 49.897336248808)
Commemorative List,Colony Street,200,John C. Scott House,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=132206&js=y,N/A,"(49.88671854243043, -97.15156326850268)",POINT (-97.151563268503 49.88671854243)
List of Historical Resources,McDermot Avenue,171,Dawson Richardson Building,1921,,,15/07/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-171-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-171-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154394&js=y,III,"(49.89728657069355, -97.13722722016917)",POINT (-97.137227220169 49.897286570694)
List of Historical Resources,Princess Street,230,Frost and Wood Warehouse,1906,With the following interior elements:1) post and beam structural system;2) unique construction on the underside of the floors; and3) skylight in the stairwell,,10/09/2002,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-230-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-230-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155562&js=y,III,"(49.902202418497126, -97.13974007618822)",POINT (-97.139740076188 49.902202418497)
Commemorative List,Lilac Street,290,La Verendrye School,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=137488&js=y,N/A,"(49.8681583567646, -97.15647981857855)",POINT (-97.156479818579 49.868158356765)
Commemorative List,De La Cathedrale Avenue,321,St. Joseph's Academy,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=228981&js=y,N/A,"(49.89154972545082, -97.11375793206787)",POINT (-97.113757932068 49.891549725451)
Commemorative List,Albert Street,58,Joseph A. Lozo Locksmith Shop,1921,,,19/11/2018,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146692&js=y,N/A,"(49.896462211331865, -97.14054070651962)",POINT (-97.14054070652 49.896462211332)
Commemorative List,Spence Street,198,Ernest N. Page House,1902,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143683&js=y,N/A,"(49.88655606852225, -97.15459795765622)",POINT (-97.154597957656 49.886556068522)
List of Historical Resources,Portage Avenue,450,Hudson's Bay Company Store,1926,"With the following exterior elements: 1) limestone clad, six-storey structure filling the north portion of the block on Portage Avenue between Memorial Boulevard and Vaughan Street, its three main façades facing west (Memorial Boulevard), east (Vaughan Street) and north (Portage Avenue) and its rear façade partially hidden by a parkade; 2) canopy running along the east, west and north façades; 3) metal base of beacon on roof; and 4) its main floors with large display windows protected by a canopy, rounded northwest and northeast corners, five bronze framed entrances, upper floors with bays created by unfluted pilasters with Corinthian capitals, windows on all levels in rectilinear openings, cornice between fifth and sixth floors and parapet with balustrade. With the following interior elements: 1) examples of reinforced concrete structural system; and2) examples of the curved elevator lobby.",,21/03/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-450-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-450-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141766&js=y,N/A,"(49.890537346514996, -97.14979056499199)",POINT (-97.149790564992 49.890537346515)
List of Historical Resources,Ruskin Row,29,R.R. Scott House,1914,"With design review required for the original main floor staircase, fireplaces, stained glass windows and ornamental plasterwork",,09/03/1992,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ruskin-Row-29-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ruskin-Row-29-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143317&js=y,II,"(49.8740650698203, -97.16307965064824)",POINT (-97.163079650648 49.87406506982)
Commemorative List,Academy Road,694,A. Wright House,1881,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=127534&js=y,N/A,"(49.87442045469763, -97.20614137885985)",POINT (-97.20614137886 49.874420454698)
Commemorative List,Kennedy Street,23,Alexander Reid House and Coach House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=136661&js=y,N/A,"(49.883957117776816, -97.14371812660346)",POINT (-97.143718126603 49.883957117777)
Commemorative List,Colony Street,204,J.A.S. MacKay House,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=132207&js=y,N/A,"(49.88682675186687, -97.1516679783323)",POINT (-97.151667978332 49.886826751867)
List of Historical Resources,Bannatyne Avenue,181,Kilgour Block,1904,With the following interior elements:1) stairway and elevator; and2) original elements in ground floor office,,04/01/2000,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-181-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-181-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148128&js=y,III,"(49.89817094908104, -97.13778326097999)",POINT (-97.13778326098 49.898170949081)
List of Historical Resources,Wellington Crescent,550,St. Mary's Academy,1902 & 1909 & 1963,"Original 1902 and 1909 Buildings With the following exterior elements: 1) the large four-storey brick and stone school structure built in 1902, its front façade facing east onto Wellington Crescent, its north façade facing Academy Road, part of its west façade covered by the 1909 addition and the remainder of the west façade and south façade facing parking lots and greenspace; 2) the main (east) façade with its raised, stone-clad basement, curved stone entrance portico with stone panel reading ""ST MARYS ACADEMY"", superstructure with projecting central section with fourth floor statue, stone balustrade, detailed pediment and metal-clad cupola with cross, angled corner tower with pyramidal roof in northeast corner and double sloped mansard roof with pedimented dormers; 3) the north façade with its ornate entrance at the east end with arched openings and shallow balcony with stone balustrade, stone clad raised foundation walls, a double sloped mansard roof with pedimented dormers and brick chimneys; and 4) the south and west façades with stone-clad foundation walls, arched and rectilinear window openings, double sloped mansard roof with pedimented dormers and two-storey brick and stone chapel building. With the following interior elements: 1) arrangement of space, wood flooring, ornamental plasterwork and millwork in the main floor entrance foyer, staircase and second floor landing including sitting area and in the original second floor parlour; and 2) arrangement of space, ornamental plasterwork and millwork in the Chapel and Auditorium. 1963 Addition With the following exterior elements: 1) the portions of the building containing the cafeteria, gymnasium, entrance foyer, and multi-purpose room attached to the west end of the pre-World War I buildings with flat roofs; 2) the gymnasium and cafeteria portion with east and west façades divided vertically by plain concrete pilasters and horizontally by wide concrete bands, large windows in arched openings on the ground floor, and paired windows in rectilinear openings below the roof line and windowless south façade; and 3) two-storey entrance building, its south façade with wide concrete bands, large entrances on the ground floor and thin rectilinear window openings on the second floor. With the following interior elements: 1) waffle slab concrete ceilings.",,28/02/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Wellington-Cres-550-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Wellington-Cres-550-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145747&js=y,N/A,"(49.87534209669567, -97.164610640229)",POINT (-97.164610640229 49.875342096696)
List of Historical Resources,Albert Street,90,Western Building,1901,,,07/01/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert90-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-90-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146696&js=y,III,"(49.89753759533455, -97.14048179227423)",POINT (-97.140481792274 49.897537595335)
List of Historical Resources,George Avenue,99,James Burridge House,,"With the following exterior elements:1) the south facing structure located at the west end of George Avenue; and2) the east façade's oriel window with ornamental wood cladding, brackets and window framingWith the following interior elements: 1) main entrance with tin ceiling and wood and glass vestibule; 2) main level original hardwood floors, baseboards, radiators and covers; 3) main staircase with wood newel post and balustrade, and stained glass window; 4) rear staircase from kitchen to second floor; and 5) second floor original built-in cabinetry, door and window frames, doors and doorknobs",,03/03/2014,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/George99-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/George99-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=151609&js=y,III,"(49.901745934380735, -97.13113985588424)",POINT (-97.131139855884 49.901745934381)
Commemorative List,Kingsway,91,John Graham (Archbishop Samuel Pritchard Matheson) House,1905,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=136691&js=y,N/A,"(49.8741358183732, -97.16468497803095)",POINT (-97.164684978031 49.874135818373)
Commemorative List,Edmonton Street,45,Michael Kelly House,1908,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133691&js=y,N/A,"(49.885029819334164, -97.14280565576522)",POINT (-97.142805655765 49.885029819334)
Commemorative List,St Jean Baptiste Street,700,Maison Beliveau (Dumoulin Apartments),1906,,,,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/St-Jean-Baptiste-700-long.pdf,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=71823&js=y,N/A,"(49.89483355120069, -97.11677245248275)",POINT (-97.116772452483 49.894833551201)
